dataset	model_name	runs_dir	model_params	pairwise_xai	epoch	precision	recall	f1	auroc	auprc	train_loss	val_loss	a1	a10	n	d	L	dm	ly	bs	ep	taumax	h	nperm	noise	gamma	w	rho
cltts_gamma0.95_cross_coeff0_n400_L50_w5	transformer	../runs/cltts_gamma0.95_cross_coeff0_n400_L50_w5/transformer_dm32_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_taumax25	{'model_name': 'transformer', 'd_model': 32, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.8429	1.0	0.9147	0.9701	0.9895	0.18	0.3227			400		50	32	2	32	100	25				0.95	5	
cltts_gamma0.95_cross_coeff0_n400_L50_w5	lstm	../runs/cltts_gamma0.95_cross_coeff0_n400_L50_w5/lstm_h16_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_taumax25	{'model_name': 'lstm', 'd_model': None, 'hidden': 16, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.7625	1.0	0.8652	0.7049	0.8936	0.529	0.5593			400		50		2	32	100	25	16			0.95	5	
lorenz_old	transformer	../runs/lorenz_old/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_noise0.1	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	1.0	1.0	1.0	1.0	1.0	0.0004	0.0003								32	100				0.1			
lorenz_old	transformer	../runs/lorenz_old/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_noise0.05	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	1.0	1.0	1.0	1.0	1.0	0.0003	0.0002								32	100				0.05			
lorenz_old	transformer	../runs/lorenz_old/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_noise0.02	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	1.0	1.0	1.0	1.0	1.0	0.0004	0.0003								32	100				0.02			
lorenz_old	transformer	../runs/lorenz_old/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_noise0.0	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	1.0	1.0	1.0	1.0	1.0	0.0003	0.0002								32	100				0.0			
lorenz_old	transformer	../runs/lorenz_old/transformer_d_model64_layers2/ep100_bs32/tau_max25_num_permutations20_noise0.1	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	1.0	1.0	1.0	1.0	1.0	0.0001	0.0								32	100				0.1			
lorenz_old	transformer	../runs/lorenz_old/transformer_d_model64_layers2/ep100_bs32/tau_max25_num_permutations20_noise0.05	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	1.0	1.0	1.0	1.0	1.0	0.0001	0.0001								32	100				0.05			
lorenz_old	transformer	../runs/lorenz_old/transformer_d_model64_layers2/ep100_bs32/tau_max25_num_permutations20_noise0.02	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	1.0	1.0	1.0	1.0	1.0	0.0001	0.0								32	100				0.02			
lorenz_old	transformer	../runs/lorenz_old/transformer_d_model64_layers2/ep100_bs32/tau_max25_num_permutations20_noise0.0	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	1.0	1.0	1.0	1.0	1.0	0.0001	0.0001								32	100				0.0			
lorenz_old	transformer	../runs/lorenz_old/transformer_d_model128_layers2/ep100_bs32/tau_max25_num_permutations20_noise0.1	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	1.0	1.0	1.0	1.0	1.0	0.0	0.0								32	100				0.1			
lorenz_old	transformer	../runs/lorenz_old/transformer_d_model128_layers2/ep100_bs32/tau_max25_num_permutations20_noise0.05	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	1.0	1.0	1.0	1.0	1.0	0.0	0.0								32	100				0.05			
lorenz_old	transformer	../runs/lorenz_old/transformer_d_model128_layers2/ep100_bs32/tau_max25_num_permutations20_noise0.02	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	1.0	1.0	1.0	1.0	1.0	0.0	0.0								32	100				0.02			
lorenz_old	transformer	../runs/lorenz_old/transformer_d_model128_layers2/ep100_bs32/tau_max25_num_permutations20_noise0.0	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	1.0	1.0	1.0	1.0	1.0	0.0	0.0								32	100				0.0			
lorenz_old	transformer	../runs/lorenz_old/transformer_d_model32_layers2/ep100_bs32/tau_max25_num_permutations20_noise0.1	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	1.0	1.0	1.0	1.0	1.0	0.0001	0.0001								32	100				0.1			
lorenz_old	transformer	../runs/lorenz_old/transformer_d_model32_layers2/ep100_bs32/tau_max25_num_permutations20_noise0.05	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	1.0	1.0	1.0	1.0	1.0	0.0002	0.0002								32	100				0.05			
lorenz_old	transformer	../runs/lorenz_old/transformer_d_model32_layers2/ep100_bs32/tau_max25_num_permutations20_noise0.02	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	1.0	1.0	1.0	1.0	1.0	0.0001	0.0001								32	100				0.02			
lorenz_old	transformer	../runs/lorenz_old/transformer_d_model32_layers2/ep100_bs32/tau_max25_num_permutations20_noise0.0	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	1.0	1.0	1.0	1.0	1.0	0.0001	0.0001								32	100				0.0			
cltts_rho0.5_gamma0.8_n400_L50_w5		../runs/cltts_rho0.5_gamma0.8_n400_L50_w5/dm128_ly2/bs32_ep100/a10.05_imsti_nperm20_taumax25	{'model_name': 'dm128', 'd_model': None, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.878	1.0	0.9351	0.9912	0.9882	0.0002	0.2838	0.05	.05	400		50	128	2	32	100	25		20		0.8	5	0.5
cltts_rho0.5_gamma0.8_n400_L50_w5		../runs/cltts_rho0.5_gamma0.8_n400_L50_w5/dm128_ly2/bs32_ep100/a10.2_imsti_nperm20_taumax25	{'model_name': 'dm128', 'd_model': None, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.9111	0.9535	0.9318	0.983	0.9868	0.0001	0.637	0.2	.2	400		50	128	2	32	100	25		20		0.8	5	0.5
cltts_rho0.5_gamma0.8_n400_L50_w5		../runs/cltts_rho0.5_gamma0.8_n400_L50_w5/dm128_ly2/bs32_ep100/a10.8_imsti_nperm20_taumax25	{'model_name': 'dm128', 'd_model': None, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.9189	0.8947	0.9067	0.9774	0.9745	0.0001	0.5747	0.8	.8	400		50	128	2	32	100	25		20		0.8	5	0.5
cltts_rho0.5_gamma0.8_n400_L50_w5		../runs/cltts_rho0.5_gamma0.8_n400_L50_w5/dm128_ly2/bs32_ep100/a10.1_imsti_nperm20_taumax25	{'model_name': 'dm128', 'd_model': None, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.9767	0.9767	0.9767	0.9994	0.9995	0.0002	0.0619	0.1	.1	400		50	128	2	32	100	25		20		0.8	5	0.5
cltts_rho0.5_gamma0.8_n400_L50_w5		../runs/cltts_rho0.5_gamma0.8_n400_L50_w5/dm128_ly2/bs32_ep100/a10.4_imsti_nperm20_taumax25	{'model_name': 'dm128', 'd_model': None, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.8649	0.8889	0.8767	0.9697	0.9694	0.0077	0.3451	0.4	.4	400		50	128	2	32	100	25		20		0.8	5	0.5
cltts_rho0.5_gamma0.8_n400_L50_w5		../runs/cltts_rho0.5_gamma0.8_n400_L50_w5/dm16_ly2/bs32_ep100/a10.05_imsti_nperm20_taumax25	{'model_name': 'dm16', 'd_model': None, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.9737	0.925	0.9487	0.9969	0.9969	0.0764	0.1122	0.05	.05	400		50	16	2	32	100	25		20		0.8	5	0.5
cltts_rho0.5_gamma0.8_n400_L50_w5		../runs/cltts_rho0.5_gamma0.8_n400_L50_w5/dm16_ly2/bs32_ep100/a10.2_imsti_nperm20_taumax25	{'model_name': 'dm16', 'd_model': None, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.9545	0.913	0.9333	0.9872	0.9912	0.0491	0.2331	0.2	.2	400		50	16	2	32	100	25		20		0.8	5	0.5
cltts_rho0.5_gamma0.8_n400_L50_w5		../runs/cltts_rho0.5_gamma0.8_n400_L50_w5/dm16_ly2/bs32_ep100/a10.8_imsti_nperm20_taumax25	{'model_name': 'dm16', 'd_model': None, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.9149	0.9348	0.9247	0.984	0.989	0.0182	0.2508	0.8	.8	400		50	16	2	32	100	25		20		0.8	5	0.5
cltts_rho0.5_gamma0.8_n400_L50_w5		../runs/cltts_rho0.5_gamma0.8_n400_L50_w5/dm16_ly2/bs32_ep100/a10.1_imsti_nperm20_taumax25	{'model_name': 'dm16', 'd_model': None, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.8723	1.0	0.9318	0.995	0.9954	0.0339	0.3024	0.1	.1	400		50	16	2	32	100	25		20		0.8	5	0.5
cltts_rho0.5_gamma0.8_n400_L50_w5		../runs/cltts_rho0.5_gamma0.8_n400_L50_w5/dm16_ly2/bs32_ep100/a10.4_imsti_nperm20_taumax25	{'model_name': 'dm16', 'd_model': None, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	1.0	0.875	0.9333	0.9969	0.9971	0.0252	0.1411	0.4	.4	400		50	16	2	32	100	25		20		0.8	5	0.5
cltts_rho0.5_gamma0.8_n400_L50_w5		../runs/cltts_rho0.5_gamma0.8_n400_L50_w5/dm32_ly2/bs32_ep100/a10.05_imsti_nperm20_taumax25	{'model_name': 'dm32', 'd_model': None, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.9583	0.92	0.9388	0.9933	0.9961	0.0423	0.2713	0.05	.05	400		50	32	2	32	100	25		20		0.8	5	0.5
cltts_rho0.5_gamma0.8_n400_L50_w5		../runs/cltts_rho0.5_gamma0.8_n400_L50_w5/dm32_ly2/bs32_ep100/a10.2_imsti_nperm20_taumax25	{'model_name': 'dm32', 'd_model': None, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.898	0.9362	0.9167	0.9678	0.9799	0.0072	0.5616	0.2	.2	400		50	32	2	32	100	25		20		0.8	5	0.5
cltts_rho0.5_gamma0.8_n400_L50_w5		../runs/cltts_rho0.5_gamma0.8_n400_L50_w5/dm32_ly2/bs32_ep100/a10.8_imsti_nperm20_taumax25	{'model_name': 'dm32', 'd_model': None, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.9737	0.925	0.9487	0.9925	0.9929	0.0267	0.1393	0.8	.8	400		50	32	2	32	100	25		20		0.8	5	0.5
cltts_rho0.5_gamma0.8_n400_L50_w5		../runs/cltts_rho0.5_gamma0.8_n400_L50_w5/dm32_ly2/bs32_ep100/a10.1_imsti_nperm20_taumax25	{'model_name': 'dm32', 'd_model': None, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.9111	0.9762	0.9425	0.9875	0.9895	0.0393	0.5046	0.1	.1	400		50	32	2	32	100	25		20		0.8	5	0.5
cltts_rho0.5_gamma0.8_n400_L50_w5		../runs/cltts_rho0.5_gamma0.8_n400_L50_w5/dm32_ly2/bs32_ep100/a10.4_imsti_nperm20_taumax25	{'model_name': 'dm32', 'd_model': None, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.8	0.9	0.8471	0.9525	0.9594	0.2091	0.4168	0.4	.4	400		50	32	2	32	100	25		20		0.8	5	0.5
cltts_rho0.5_gamma0.8_n400_L50_w5		../runs/cltts_rho0.5_gamma0.8_n400_L50_w5/dm64_ly2/bs32_ep100/a10.05_imsti_nperm20_taumax25	{'model_name': 'dm64', 'd_model': None, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.9062	0.8286	0.8657	0.9657	0.9581	0.0002	0.6627	0.05	.05	400		50	64	2	32	100	25		20		0.8	5	0.5
cltts_rho0.5_gamma0.8_n400_L50_w5		../runs/cltts_rho0.5_gamma0.8_n400_L50_w5/dm64_ly2/bs32_ep100/a10.2_imsti_nperm20_taumax25	{'model_name': 'dm64', 'd_model': None, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.9268	0.9268	0.9268	0.9906	0.9917	0.0057	0.1695	0.2	.2	400		50	64	2	32	100	25		20		0.8	5	0.5
cltts_rho0.5_gamma0.8_n400_L50_w5		../runs/cltts_rho0.5_gamma0.8_n400_L50_w5/dm64_ly2/bs32_ep100/a10.8_imsti_nperm20_taumax25	{'model_name': 'dm64', 'd_model': None, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.8889	0.9302	0.9091	0.9723	0.9791	0.0005	0.5133	0.8	.8	400		50	64	2	32	100	25		20		0.8	5	0.5
cltts_rho0.5_gamma0.8_n400_L50_w5		../runs/cltts_rho0.5_gamma0.8_n400_L50_w5/dm64_ly2/bs32_ep100/a10.1_imsti_nperm20_taumax25	{'model_name': 'dm64', 'd_model': None, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.9524	0.8889	0.9195	0.9841	0.987	0.0018	0.3125	0.1	.1	400		50	64	2	32	100	25		20		0.8	5	0.5
cltts_rho0.5_gamma0.8_n400_L50_w5		../runs/cltts_rho0.5_gamma0.8_n400_L50_w5/dm64_ly2/bs32_ep100/a10.4_imsti_nperm20_taumax25	{'model_name': 'dm64', 'd_model': None, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.9556	0.9773	0.9663	0.9937	0.9951	0.0016	0.0971	0.4	.4	400		50	64	2	32	100	25		20		0.8	5	0.5
var_nonlocal_a100.75_a90.5_edge10[1,2]_edge9[0,1]_n400_d3_L50_split_ratio0.8	transformer	../runs/var_nonlocal_a100.75_a90.5_edge10[1,2]_edge9[0,1]_n400_d3_L50_split_ratio0.8/transformer_dm8_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_taumax25	{'model_name': 'transformer', 'd_model': 8, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	1.0	0.8649	0.9275	0.9975	0.9972	0.1314	0.2074	00.75	0.75	400	3	50	8	2	32	100	25						
var_nonlocal_a100.75_a90.5_edge10[1,2]_edge9[0,1]_n400_d3_L50_split_ratio0.8	lstm	../runs/var_nonlocal_a100.75_a90.5_edge10[1,2]_edge9[0,1]_n400_d3_L50_split_ratio0.8/lstm_h64_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_taumax25	{'model_name': 'lstm', 'd_model': None, 'hidden': 64, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.913	0.6364	0.75	0.9491	0.931	0.2709	0.3335	00.75	0.75	400	3	50		2	32	100	25	64					
var_nonlocal_a100.75_a90.5_edge10[1,2]_edge9[0,1]_n400_d3_L50_split_ratio0.8	lstm	../runs/var_nonlocal_a100.75_a90.5_edge10[1,2]_edge9[0,1]_n400_d3_L50_split_ratio0.8/lstm_h32_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_taumax25	{'model_name': 'lstm', 'd_model': None, 'hidden': 32, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.9556	0.8776	0.9149	0.9447	0.9681	0.3258	0.3372	00.75	0.75	400	3	50		2	32	100	25	32					
var_nonlocal_a100.75_a90.5_edge10[1,2]_edge9[0,1]_n400_d3_L50_split_ratio0.8	transformer	../runs/var_nonlocal_a100.75_a90.5_edge10[1,2]_edge9[0,1]_n400_d3_L50_split_ratio0.8/transformer_dm16_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_taumax25	{'model_name': 'transformer', 'd_model': 16, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	1.0	0.9189	0.9577	0.995	0.9952	0.0759	0.1578	00.75	0.75	400	3	50	16	2	32	100	25						
var_nonlocal_a100.75_a90.5_edge10[1,2]_edge9[0,1]_n400_d3_L50_split_ratio0.8	lstm	../runs/var_nonlocal_a100.75_a90.5_edge10[1,2]_edge9[0,1]_n400_d3_L50_split_ratio0.8/lstm_h8_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_taumax25	{'model_name': 'lstm', 'd_model': None, 'hidden': 8, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.7805	0.8	0.7901	0.8662	0.8652	0.491	0.5071	00.75	0.75	400	3	50		2	32	100	25	8					
var_nonlocal_a100.75_a90.5_edge10[1,2]_edge9[0,1]_n400_d3_L50_split_ratio0.8	transformer	../runs/var_nonlocal_a100.75_a90.5_edge10[1,2]_edge9[0,1]_n400_d3_L50_split_ratio0.8/transformer_dm32_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_taumax25	{'model_name': 'transformer', 'd_model': 32, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.9348	0.9348	0.9348	0.9859	0.99	0.0264	0.1499	00.75	0.75	400	3	50	32	2	32	100	25						
var_nonlocal_a100.75_a90.5_edge10[1,2]_edge9[0,1]_n400_d3_L50_split_ratio0.8	lstm	../runs/var_nonlocal_a100.75_a90.5_edge10[1,2]_edge9[0,1]_n400_d3_L50_split_ratio0.8/lstm_h16_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_taumax25	{'model_name': 'lstm', 'd_model': None, 'hidden': 16, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.7879	0.8125	0.8	0.9238	0.8965	0.4039	0.403	00.75	0.75	400	3	50		2	32	100	25	16					
var_local_a10.4_n400_d3_L50_split_ratio0.8	transformer	../runs/var_local_a10.4_n400_d3_L50_split_ratio0.8/transformer_dm8_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_params.num_permutations20_taumax25	{'model_name': 'transformer', 'd_model': 8, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.8919	0.8684	0.88	0.968	0.9684	0.1824	0.2496	0.4	.4	400	3	50	8	2	32	100	25						
var_local_a10.4_n400_d3_L50_split_ratio0.8	lstm	../runs/var_local_a10.4_n400_d3_L50_split_ratio0.8/lstm_h64_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_params.num_permutations20_taumax25	{'model_name': 'lstm', 'd_model': None, 'hidden': 64, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.881	0.8222	0.8506	0.934	0.9427	0.4116	0.3273	0.4	.4	400	3	50		2	32	100	25	64					
var_local_a10.4_n400_d3_L50_split_ratio0.8	lstm	../runs/var_local_a10.4_n400_d3_L50_split_ratio0.8/lstm_h32_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_params.num_permutations20_taumax25	{'model_name': 'lstm', 'd_model': None, 'hidden': 32, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.7391	0.8095	0.7727	0.849	0.8854	0.3978	0.4981	0.4	.4	400	3	50		2	32	100	25	32					
var_local_a10.4_n400_d3_L50_split_ratio0.8	transformer	../runs/var_local_a10.4_n400_d3_L50_split_ratio0.8/transformer_dm64_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_params.num_permutations20_taumax25	{'model_name': 'transformer', 'd_model': 64, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.8889	0.9796	0.932	0.9816	0.9887	0.0087	0.2406	0.4	.4	400	3	50	64	2	32	100	25						
