dataset	model_name	runs_dir	model_params	pairwise_xai	epoch	precision	recall	f1	auroc	auprc	train_loss	val_loss	a1	a10	n	d	L	dm	ly	bs	ep	taumax	h	nperm	noise	gamma	w	rho
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model32_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.2_noise0.4	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9444	0.9189	0.9315	0.9849	0.9823	0.0011	0.4341	0.2	.2						32	100				0.4			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model32_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.2_noise0.05	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9545	1.0	0.9767	0.9887	0.9888	0.001	0.1485	0.2	.2						32	100				0.05			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model32_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.1_noise0.2	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9744	0.9048	0.9383	0.9868	0.9898	0.0073	0.1912	0.1	.1						32	100				0.2			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model32_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.2_noise0.2	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.8864	1.0	0.9398	0.9931	0.9932	0.0016	0.2227	0.2	.2						32	100				0.2			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model32_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.05_noise0.2	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9783	0.9375	0.9574	0.998	0.9987	0.0037	0.1263	0.05	.05						32	100				0.2			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model32_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.8_noise0.2	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.8537	0.9722	0.9091	0.9848	0.9828	0.0005	0.3745	0.8	.8						32	100				0.2			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model32_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.8_noise0.1	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9524	1.0	0.9756	0.9988	0.9988	0.0012	0.2024	0.8	.8						32	100				0.1			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model32_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.05_noise0.1	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	1.0	0.9773	0.9885	0.9968	0.9977	0.0013	0.0542	0.05	.05						32	100				0.1			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model32_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.05_noise0.4	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	1.0	0.9487	0.9737	1.0	1.0	0.0006	0.0578	0.05	.05						32	100				0.4			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model32_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.8_noise0.05	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9512	0.975	0.963	0.9956	0.996	0.004	0.1134	0.8	.8						32	100				0.05			
var_local_a10.8_n400_d3_L50	transformer	../runs/var_local_a10.8_n400_d3_L50/transformer_dm128_ly2/bs32_ep100/imih_nperm20_taumax25	{'model_name': 'transformer', 'd_model': 128, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.9048	0.9744	0.9383	0.9962	0.9964	0.0003	0.5117	0.8	.8	400	3	50	128	2	32	100	25		20				
var_local_a10.8_n400_d3_L50		../runs/var_local_a10.8_n400_d3_L50/dm16_ly2/bs32_ep100/a10.2_imih_nperm20_taumax25	{'model_name': 'dm16', 'd_model': None, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.8205	0.8	0.8101	0.8669	0.8969	0.3495	0.4571	0.8	.8	400	3	50	16	2	32	100	25		20				
var_local_a10.8_n400_d3_L50		../runs/var_local_a10.8_n400_d3_L50/dm16_ly2/bs32_ep100/a10.05_imih_nperm20_taumax25	{'model_name': 'dm16', 'd_model': None, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.9444	0.9444	0.9444	0.9943	0.9936	0.0257	0.1545	0.8	.8	400	3	50	16	2	32	100	25		20				
var_local_a10.8_n400_d3_L50		../runs/var_local_a10.8_n400_d3_L50/dm16_ly2/bs32_ep100/a10.4_imih_nperm20_taumax25	{'model_name': 'dm16', 'd_model': None, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.74	0.925	0.8222	0.915	0.9201	0.2624	0.4481	0.8	.8	400	3	50	16	2	32	100	25		20				
var_local_a10.8_n400_d3_L50		../runs/var_local_a10.8_n400_d3_L50/dm16_ly2/bs32_ep100/a10.1_imih_nperm20_taumax25	{'model_name': 'dm16', 'd_model': None, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.7674	0.7857	0.7765	0.8741	0.899	0.2311	0.488	0.8	.8	400	3	50	16	2	32	100	25		20				
var_local_a10.8_n400_d3_L50		../runs/var_local_a10.8_n400_d3_L50/dm16_ly2/bs32_ep100/a10.8_imih_nperm20_taumax25	{'model_name': 'dm16', 'd_model': None, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.8043	0.925	0.8605	0.9156	0.9136	0.2819	0.3537	0.8	.8	400	3	50	16	2	32	100	25		20				
var_local_a10.8_n400_d3_L50	transformer	../runs/var_local_a10.8_n400_d3_L50/transformer_dm64_ly2/bs32_ep100/imih_nperm20_taumax25	{'model_name': 'transformer', 'd_model': 64, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.9111	1.0	0.9535	0.9962	0.9965	0.002	0.1328	0.8	.8	400	3	50	64	2	32	100	25		20				
var_local_a10.8_n400_d3_L50	transformer	../runs/var_local_a10.8_n400_d3_L50/transformer_dm16_ly2/bs32_ep100/imih_nperm20_taumax25	{'model_name': 'transformer', 'd_model': 16, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	1.0	0.9394	0.9688	0.9942	0.9927	0.2038	0.0944	0.8	.8	400	3	50	16	2	32	100	25		20				
var_local_a10.8_n400_d3_L50	transformer	../runs/var_local_a10.8_n400_d3_L50/transformer_dm32_ly2/bs32_ep100/imih_nperm20_taumax25	{'model_name': 'transformer', 'd_model': 32, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.8627	1.0	0.9263	0.9981	0.9985	0.019	0.2032	0.8	.8	400	3	50	32	2	32	100	25		20				
var_local_a10.8_n400_d3_L50	lstm	../runs/var_local_a10.8_n400_d3_L50/lstm_dm64_ly2/bs32_ep100/imih_nperm20_sweep.model.hidden[32,64,128]_taumax25	{'model_name': 'lstm', 'd_model': 64, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.9032	0.7778	0.8358	0.9091	0.917	0.1813	0.4063	0.8	.8	400	3	50	64	2	32	100	25		20				
var_local_a10.8_n400_d3_L50	lstm	../runs/var_local_a10.8_n400_d3_L50/lstm_dm64_ly2/bs32_ep100/imih_nperm50_taumax25	{'model_name': 'lstm', 'd_model': 64, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.9149	0.86	0.8866	0.9347	0.9605	0.2254	0.3581	0.8	.8	400	3	50	64	2	32	100	25		50				
var_local_a10.8_n400_d3_L50	lstm	../runs/var_local_a10.8_n400_d3_L50/lstm_dm64_ly2/bs32_ep100/imih_nperm20_taumax25	{'model_name': 'lstm', 'd_model': 64, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.9302	0.8163	0.8696	0.925	0.9478	0.2182	0.3728	0.8	.8	400	3	50	64	2	32	100	25		20				
var_local_a10.8_n400_d3_L50	lstm	../runs/var_local_a10.8_n400_d3_L50/lstm_dm64_ly2/bs32_ep100/imih_nperm20_sweep.model.d_model[16,32,64,128]_taumax25	{'model_name': 'lstm', 'd_model': 64, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.7959	0.907	0.8478	0.9101	0.9202	0.2449	0.3971	0.8	.8	400	3	50	64	2	32	100	25		20				
var_local_a10.8_n400_d3_L50	lstm	../runs/var_local_a10.8_n400_d3_L50/lstm_dm64_ly2/bs32_ep100/imih_nperm100_taumax25	{'model_name': 'lstm', 'd_model': 64, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.9524	0.8511	0.8989	0.9465	0.9704	0.1373	0.3188	0.8	.8	400	3	50	64	2	32	100	25		100				
var_local_a10.8_n400_d3_L50	lstm	../runs/var_local_a10.8_n400_d3_L50/lstm_dm64_ly2/bs32_ep100/imih_nperm10_taumax25	{'model_name': 'lstm', 'd_model': 64, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.878	0.878	0.878	0.9575	0.9604	0.2029	0.2853	0.8	.8	400	3	50	64	2	32	100	25		10				
var_local_a10.2_n400_d3_L50_split_ratio0.8	transformer	../runs/var_local_a10.2_n400_d3_L50_split_ratio0.8/transformer_dm8_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_params.num_permutations20_taumax25	{'model_name': 'transformer', 'd_model': 8, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.9697	0.8421	0.9014	0.9793	0.9771	0.2144	0.2912	0.2	.2	400	3	50	8	2	32	100	25						
var_local_a10.2_n400_d3_L50_split_ratio0.8	lstm	../runs/var_local_a10.2_n400_d3_L50_split_ratio0.8/lstm_h64_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_params.num_permutations20_taumax25	{'model_name': 'lstm', 'd_model': None, 'hidden': 64, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.7292	0.8333	0.7778	0.8239	0.8571	0.4532	0.5266	0.2	.2	400	3	50		2	32	100	25	64					
var_local_a10.2_n400_d3_L50_split_ratio0.8	lstm	../runs/var_local_a10.2_n400_d3_L50_split_ratio0.8/lstm_h32_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_params.num_permutations20_taumax25	{'model_name': 'lstm', 'd_model': None, 'hidden': 32, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.7778	0.7955	0.7865	0.8428	0.8704	0.3986	0.4517	0.2	.2	400	3	50		2	32	100	25	32					
var_local_a10.2_n400_d3_L50_split_ratio0.8	transformer	../runs/var_local_a10.2_n400_d3_L50_split_ratio0.8/transformer_dm64_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_params.num_permutations20_taumax25	{'model_name': 'transformer', 'd_model': 64, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.9032	0.7	0.7887	0.935	0.9328	0.0518	0.574	0.2	.2	400	3	50	64	2	32	100	25						
var_local_a10.2_n400_d3_L50_split_ratio0.8	transformer	../runs/var_local_a10.2_n400_d3_L50_split_ratio0.8/transformer_dm16_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_params.num_permutations20_taumax25	{'model_name': 'transformer', 'd_model': 16, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.9143	0.8421	0.8767	0.9693	0.9673	0.0966	0.26	0.2	.2	400	3	50	16	2	32	100	25						
var_local_a10.2_n400_d3_L50_split_ratio0.8	lstm	../runs/var_local_a10.2_n400_d3_L50_split_ratio0.8/lstm_h8_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_params.num_permutations20_taumax25	{'model_name': 'lstm', 'd_model': None, 'hidden': 8, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.5227	0.6216	0.5679	0.6298	0.6128	0.6477	0.6734	0.2	.2	400	3	50		2	32	100	25	8					
var_local_a10.2_n400_d3_L50_split_ratio0.8	transformer	../runs/var_local_a10.2_n400_d3_L50_split_ratio0.8/transformer_dm32_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_params.num_permutations20_taumax25	{'model_name': 'transformer', 'd_model': 32, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.9211	0.9211	0.9211	0.9843	0.9821	0.0582	0.1663	0.2	.2	400	3	50	32	2	32	100	25						
var_local_a10.2_n400_d3_L50_split_ratio0.8	lstm	../runs/var_local_a10.2_n400_d3_L50_split_ratio0.8/lstm_h16_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_params.num_permutations20_taumax25	{'model_name': 'lstm', 'd_model': None, 'hidden': 16, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.7333	0.6111	0.6667	0.7992	0.7976	0.4943	0.5362	0.2	.2	400	3	50		2	32	100	25	16					
var_local_a10.05_n400_d3_L50_split_ratio0.8	transformer	../runs/var_local_a10.05_n400_d3_L50_split_ratio0.8/transformer_dm8_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_params.num_permutations20_taumax25	{'model_name': 'transformer', 'd_model': 8, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	1.0	0.3947	0.566	0.9762	0.9786	0.2603	0.6283	0.05	.05	400	3	50	8	2	32	100	25						
var_local_a10.05_n400_d3_L50_split_ratio0.8	lstm	../runs/var_local_a10.05_n400_d3_L50_split_ratio0.8/lstm_h64_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_params.num_permutations20_taumax25	{'model_name': 'lstm', 'd_model': None, 'hidden': 64, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.725	0.7632	0.7436	0.8333	0.836	0.445	0.488	0.05	.05	400	3	50		2	32	100	25	64					
var_local_a10.05_n400_d3_L50_split_ratio0.8	lstm	../runs/var_local_a10.05_n400_d3_L50_split_ratio0.8/lstm_h32_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_params.num_permutations20_taumax25	{'model_name': 'lstm', 'd_model': None, 'hidden': 32, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.6809	0.8889	0.7711	0.8516	0.8325	0.4926	0.5369	0.05	.05	400	3	50		2	32	100	25	32					
var_local_a10.05_n400_d3_L50_split_ratio0.8	transformer	../runs/var_local_a10.05_n400_d3_L50_split_ratio0.8/transformer_dm64_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_params.num_permutations20_taumax25	{'model_name': 'transformer', 'd_model': 64, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.9143	0.7805	0.8421	0.9156	0.9295	0.069	0.6321	0.05	.05	400	3	50	64	2	32	100	25						
var_local_a10.05_n400_d3_L50_split_ratio0.8	transformer	../runs/var_local_a10.05_n400_d3_L50_split_ratio0.8/transformer_dm16_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_params.num_permutations20_taumax25	{'model_name': 'transformer', 'd_model': 16, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.7556	0.8947	0.8193	0.9649	0.9677	0.207	0.2939	0.05	.05	400	3	50	16	2	32	100	25						
var_local_a10.05_n400_d3_L50_split_ratio0.8	lstm	../runs/var_local_a10.05_n400_d3_L50_split_ratio0.8/lstm_h8_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_params.num_permutations20_taumax25	{'model_name': 'lstm', 'd_model': None, 'hidden': 8, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.7455	0.8913	0.8119	0.8152	0.8579	0.5693	0.5696	0.05	.05	400	3	50		2	32	100	25	8					
var_local_a10.05_n400_d3_L50_split_ratio0.8	transformer	../runs/var_local_a10.05_n400_d3_L50_split_ratio0.8/transformer_dm32_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_params.num_permutations20_taumax25	{'model_name': 'transformer', 'd_model': 32, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.9474	0.878	0.9114	0.9537	0.9611	0.1136	0.3048	0.05	.05	400	3	50	32	2	32	100	25						
var_local_a10.05_n400_d3_L50_split_ratio0.8	lstm	../runs/var_local_a10.05_n400_d3_L50_split_ratio0.8/lstm_h16_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_params.num_permutations20_taumax25	{'model_name': 'lstm', 'd_model': None, 'hidden': 16, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.8182	0.75	0.7826	0.8073	0.8724	0.5827	0.5827	0.05	.05	400	3	50		2	32	100	25	16					
cltts_gamma0.5_cross_coeff0_n400_L50_w5	transformer	../runs/cltts_gamma0.5_cross_coeff0_n400_L50_w5/transformer_dm8_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_taumax25	{'model_name': 'transformer', 'd_model': 8, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.7973	1.0	0.8872	0.9064	0.9599	0.453	0.3603			400		50	8	2	32	100	25				0.5	5	
cltts_gamma0.5_cross_coeff0_n400_L50_w5	lstm	../runs/cltts_gamma0.5_cross_coeff0_n400_L50_w5/lstm_h32_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_taumax25	{'model_name': 'lstm', 'd_model': None, 'hidden': 32, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.7375	1.0	0.8489	0.7829	0.9021	0.586	0.561			400		50		2	32	100	25	32			0.5	5	
cltts_gamma0.5_cross_coeff0_n400_L50_w5	transformer	../runs/cltts_gamma0.5_cross_coeff0_n400_L50_w5/transformer_dm16_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_taumax25	{'model_name': 'transformer', 'd_model': 16, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.6712	1.0	0.8033	0.9171	0.947	0.3173	0.5345			400		50	16	2	32	100	25				0.5	5	
cltts_gamma0.5_cross_coeff0_n400_L50_w5	lstm	../runs/cltts_gamma0.5_cross_coeff0_n400_L50_w5/lstm_h8_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_taumax25	{'model_name': 'lstm', 'd_model': None, 'hidden': 8, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.6625	1.0	0.797	0.7764	0.8849	0.5958	0.6404			400		50		2	32	100	25	8			0.5	5	
cltts_gamma0.5_cross_coeff0_n400_L50_w5	transformer	../runs/cltts_gamma0.5_cross_coeff0_n400_L50_w5/transformer_dm32_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_taumax25	{'model_name': 'transformer', 'd_model': 32, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	1.0	0.6667	0.8	0.9596	0.9837	0.2806	0.4108			400		50	32	2	32	100	25				0.5	5	
cltts_gamma0.5_cross_coeff0_n400_L50_w5	lstm	../runs/cltts_gamma0.5_cross_coeff0_n400_L50_w5/lstm_h16_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_taumax25	{'model_name': 'lstm', 'd_model': None, 'hidden': 16, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.675	1.0	0.806	0.698	0.8264	0.5873	0.6524			400		50		2	32	100	25	16			0.5	5	
cltts_a10.8_rho0.5_cross_coeff0_n400_L50_w5	transformer	../runs/cltts_a10.8_rho0.5_cross_coeff0_n400_L50_w5/transformer_dm8_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_params.num_permutations20_taumax25	{'model_name': 'transformer', 'd_model': 8, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.8571	0.931	0.8926	0.9216	0.9679	0.359	0.3151	0.8	.8	400		50	8	2	32	100	25					5	0.5
cltts_a10.8_rho0.5_cross_coeff0_n400_L50_w5	transformer	../runs/cltts_a10.8_rho0.5_cross_coeff0_n400_L50_w5/transformer_dm16_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_params.num_permutations20_taumax25	{'model_name': 'transformer', 'd_model': 16, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.9388	0.8846	0.9109	0.9609	0.9801	0.2366	0.2252	0.8	.8	400		50	16	2	32	100	25					5	0.5
lorenz	transformer	../runs/lorenz/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_noise0.1	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9327	0.9601	0.9462	0.994	0.9916	0.135	0.108								32	100				0.1			
lorenz	transformer	../runs/lorenz/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_noise0.02	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9367	0.926	0.9314	0.9903	0.9867	0.1403	0.1263								32	100				0.02			
lorenz	transformer	../runs/lorenz/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodsti_noise0.05	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9153	0.9552	0.9348	0.9883	0.9821	0.1474	0.1483								32	100				0.05			
lorenz	transformer	../runs/lorenz/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodsti_noise0.0	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9332	0.9482	0.9406	0.9908	0.986	0.1357	0.1193								32	100				0.0			
lorenz	transformer	../runs/lorenz/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_noise0.1	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9282	0.9723	0.9497	0.9943	0.9922	0.1361	0.1029								32	100				0.1			
lorenz	transformer	../runs/lorenz/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_noise0.05	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9497	0.9754	0.9624	0.9962	0.9949	0.122	0.0862								32	100				0.05			
lorenz	transformer	../runs/lorenz/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_noise0.02	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9402	0.9607	0.9503	0.9938	0.991	0.1231	0.1165								32	100				0.02			
lorenz	transformer	../runs/lorenz/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_noise0.05	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.894	0.9373	0.9151	0.9837	0.9745	0.1405	0.1691								32	100				0.05			
lorenz	transformer	../runs/lorenz/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodsti_noise0.02	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.925	0.9628	0.9435	0.9914	0.9877	0.1134	0.1209								32	100				0.02			
lorenz	transformer	../runs/lorenz/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_noise0.0	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9275	0.9566	0.9418	0.991	0.9875	0.1327	0.1158								32	100				0.0			
lorenz	transformer	../runs/lorenz/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodsti_noise0.1	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9176	0.9518	0.9344	0.9894	0.9845	0.1426	0.1301								32	100				0.1			
lorenz	transformer	../runs/lorenz/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_noise0.0	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.934	0.9556	0.9447	0.9928	0.9901	0.133	0.1066								32	100				0.0			
lorenz	transformer	../runs/lorenz/transformer_d_model64_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_noise0.02	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9618	0.9665	0.9641	0.9966	0.9949	0.073	0.0785								32	100				0.02			
